station_id,time_id,arrivals,departures
20,12821,0,0
21,12816,0,0
21,12817,0,2
21,12818,0,0
21,12819,0,0
21,12820,0,0
21,12821,0,0
22,12816,0,0
22,12817,0,0
22,12818,0,0
22,12819,0,4
22,12820,0,0
22,12821,0,0
23,12816,0,0
23,12817,0,0
23,12818,1,0
23,12819,0,0
23,12820,0,0
23,12821,0,0
24,12816,0,0
24,12817,1,6
24,12818,0,3
24,12819,0,1
24,12820,4,0
24,12821,0,0
25,12816,1,0
25,12817,2,1
25,12818,0,0
25,12819,3,2
25,12820,0,0
25,12821,0,0
26,12816,0,1
26,12817,1,0
26,12818,2,0
26,12819,0,0
26,12820,0,0
26,12821,1,0
27,12816,0,0
27,12817,0,0
27,12818,1,1
27,12819,0,1
27,12820,0,0
27,12821,0,0
28,12816,0,0
28,12817,0,1
28,12818,1,0
28,12819,0,0
28,12820,1,1
28,12821,1,0
29,12816,1,0
29,12817,1,0
29,12818,0,0
29,12819,0,0
29,12820,0,0
29,12821,0,0
30,12816,0,0
30,12817,0,0
30,12818,0,1
30,12819,0,2
30,12820,0,0
30,12821,0,0
31,12816,0,0
31,12817,0,3
31,12818,2,2
31,12819,0,1
31,12820,1,1
31,12821,0,1
32,12816,0,0
32,12817,0,0
32,12818,0,1
32,12819,0,1
32,12820,0,0
32,12821,0,0
33,12816,0,0
33,12817,0,0
33,12818,0,0
33,12819,0,0
33,12820,0,0
33,12821,0,0
34,12816,1,0
34,12817,0,0
34,12818,0,0
34,12819,0,0
34,12820,0,0
34,12821,0,0
35,12816,0,0
35,12817,0,0
35,12818,0,0
35,12819,0,0
35,12820,0,0
35,12821,0,0
36,12816,0,0
36,12817,0,0
36,12818,0,0
36,12819,0,0
36,12820,2,0
36,12821,0,1
37,12816,2,2
37,12817,1,0
37,12818,1,1
37,12819,0,0
37,12820,0,0
37,12821,0,0
38,12816,0,0
38,12817,0,1
38,12818,1,0
38,12819,0,0
38,12820,0,0
38,12821,0,0
39,12816,3,6
39,12817,2,5
39,12818,2,2
39,12819,5,3
39,12820,1,3
39,12821,1,5
40,12816,0,0
40,12817,0,0
40,12818,0,0
40,12819,0,2
40,12820,2,1
40,12821,0,3
41,12816,0,1
41,12817,0,0
41,12818,0,0
41,12819,0,0
41,12820,0,1
41,12821,0,1
42,12816,0,0
42,12817,0,0
42,12818,0,0
42,12819,0,1
42,12820,0,0
42,12821,0,0
43,12816,0,1
43,12817,0,0
43,12818,0,1
43,12819,1,0
43,12820,0,0
43,12821,0,0
44,12816,0,0
44,12817,0,0
44,12818,0,0
44,12819,1,7
44,12820,0,0
44,12821,0,0
45,12816,0,0
45,12817,0,0
45,12818,1,0
45,12819,0,0
45,12820,0,0
45,12821,0,0
46,12816,1,0
46,12817,0,0
46,12818,0,0
46,12819,1,0
46,12820,0,0
46,12821,0,0
47,12816,2,1
47,12817,1,1
47,12818,0,0
47,12819,2,0
47,12820,3,0
47,12821,0,1
48,12816,0,0
48,12817,3,0
48,12818,3,1
48,12819,0,0
48,12820,0,0
48,12821,0,1
49,12816,0,2
49,12817,0,0
49,12818,1,0
49,12819,0,1
49,12820,0,0
49,12821,0,0
50,12816,1,0
50,12817,0,0
50,12818,0,2
50,12819,1,0
50,12820,0,0
50,12821,0,1
51,12816,0,0
51,12817,1,0
51,12818,0,0
51,12819,0,1
51,12820,0,0
51,12821,0,0
52,12816,0,0
52,12817,0,0
52,12818,0,1
52,12819,0,0
52,12820,3,0
52,12821,0,0
53,12816,0,0
53,12817,0,0
53,12818,0,0
53,12819,0,0
53,12820,0,0
53,12821,0,0
54,12816,0,0
54,12817,0,0
54,12818,0,0
54,12819,0,0
54,12820,0,3
54,12821,0,0
55,12816,6,0
55,12817,0,0
55,12818,0,0
55,12819,0,0
55,12820,0,1
55,12821,0,4
56,12816,0,0
56,12817,0,0
56,12818,1,0
56,12819,0,0
56,12820,0,0
56,12821,0,0
57,12816,0,0
57,12817,0,0
57,12818,0,0
57,12819,0,0
57,12820,0,0
57,12821,0,0
58,12816,2,0
58,12817,0,0
58,12818,1,1
58,12819,1,0
58,12820,2,2
58,12821,0,0
59,12816,0,0
59,12817,0,0
59,12818,0,0
59,12819,0,0
59,12820,0,0
59,12821,0,0
60,12816,0,2
60,12817,0,0
60,12818,0,0
60,12819,0,0
60,12820,0,0
60,12821,0,0
61,12816,2,0
61,12817,1,0
61,12818,1,0
61,12819,0,0
61,12820,1,0
61,12821,0,0
62,12816,1,0
62,12817,0,0
62,12818,0,0
62,12819,0,1
62,12820,1,1
62,12821,0,0
63,12816,0,1
63,12817,0,0
63,12818,3,3
63,12819,2,0
63,12820,1,0
63,12821,0,0
64,12816,1,4
64,12817,0,0
64,12818,0,0
64,12819,0,0
64,12820,0,0
64,12821,0,0
65,12816,0,0
65,12817,0,0
65,12818,0,0
65,12819,0,0
65,12820,0,0
65,12821,0,0
66,12816,3,0
66,12817,0,0
66,12818,0,0
66,12819,0,0
66,12820,0,0
66,12821,0,0
67,12816,0,0
67,12817,0,0
67,12818,0,0
67,12819,0,0
67,12820,0,0
67,12821,0,1
68,12816,1,0
68,12817,0,0
68,12818,0,1
68,12819,0,0
68,12820,0,0
68,12821,0,0
69,12816,0,0
69,12817,0,0
69,12818,0,0
69,12819,0,0
69,12820,0,2
69,12821,0,1
70,12816,1,0
70,12817,0,0
70,12818,0,0
70,12819,0,0
70,12820,2,0
70,12821,0,0
71,12816,0,2
71,12817,0,0
71,12818,0,0
71,12819,0,1
71,12820,0,1
71,12821,1,0
72,12816,2,0
72,12817,1,1
72,12818,2,0
72,12819,0,0
72,12820,0,0
72,12821,0,0
73,12816,8,3
73,12817,0,1
73,12818,1,5
73,12819,6,6
73,12820,1,0
73,12821,4,1
74,12816,0,4
74,12817,0,0
74,12818,1,1
74,12819,1,0
74,12820,2,0
74,12821,0,1
75,12816,0,0
75,12817,1,1
75,12818,0,0
75,12819,0,0
75,12820,0,0
75,12821,0,0
76,12816,0,0
76,12817,0,0
76,12818,0,0
76,12819,0,0
76,12820,0,0
76,12821,0,0
77,12816,1,0
77,12817,0,2
77,12818,1,1
77,12819,1,0
77,12820,1,0
77,12821,1,0
78,12816,1,0
78,12817,2,0
78,12818,1,0
78,12819,0,0
78,12820,1,0
78,12821,1,1
79,12816,0,0
79,12817,0,0
79,12818,0,0
79,12819,0,0
79,12820,0,0
79,12821,0,0
80,12816,0,0
80,12817,1,1
80,12818,0,0
80,12819,0,0
80,12820,0,0
80,12821,0,1
81,12816,0,0
81,12817,1,0
81,12818,1,0
81,12819,0,0
81,12820,1,1
81,12821,1,0
82,12816,0,1
82,12817,0,0
82,12818,0,0
82,12819,1,0
82,12820,0,0
82,12821,0,0
83,12816,0,4
83,12817,0,1
83,12818,0,0
83,12819,0,0
83,12820,0,1
83,12821,4,1
84,12816,0,0
84,12817,0,0
84,12818,0,0
84,12819,0,0
84,12820,0,0
84,12821,0,0
85,12816,1,0
85,12817,0,0
85,12818,1,0
85,12819,1,0
85,12820,1,2
85,12821,0,0
86,12816,2,0
86,12817,0,0
86,12818,0,0
86,12819,0,0
86,12820,0,0
86,12821,0,0
87,12816,0,0
87,12817,0,0
87,12818,1,0
87,12819,0,1
87,12820,0,0
87,12821,0,1
88,12816,3,3
88,12817,0,2
88,12818,0,0
88,12819,0,3
88,12820,1,1
88,12821,1,1
89,12816,0,0
89,12817,1,0
89,12818,0,0
89,12819,3,0
89,12820,1,0
89,12821,0,0
90,12816,0,0
90,12817,0,0
90,12818,0,0
90,12819,0,0
90,12820,1,0
90,12821,0,0
91,12816,0,1
91,12817,0,2
91,12818,0,1
91,12819,0,0
91,12820,1,0
91,12821,0,2
92,12816,0,0
92,12817,2,0
92,12818,0,1
92,12819,1,0
92,12820,0,0
92,12821,0,0
93,12816,1,0
93,12817,0,0
93,12818,2,1
93,12819,0,0
93,12820,0,0
93,12821,0,1
94,12816,0,0
94,12817,0,0
94,12818,1,0
94,12819,1,0
94,12820,0,1
94,12821,0,0
95,12816,1,1
95,12817,2,2
95,12818,0,2
95,12819,0,0
95,12820,0,1
95,12821,0,0
96,12816,5,0
96,12817,0,0
96,12818,0,0
96,12819,0,0
96,12820,0,0
96,12821,1,0
97,12816,0,0
97,12817,0,0
97,12818,0,4
97,12819,0,0
97,12820,0,0
97,12821,0,2
98,12816,0,0
98,12817,0,0
98,12818,0,0
98,12819,1,0
98,12820,0,0
98,12821,0,0
99,12816,0,0
99,12817,1,0
99,12818,3,7
99,12819,2,1
99,12820,0,3
99,12821,0,0
100,12816,0,0
100,12817,0,1
100,12818,0,0
100,12819,0,0
100,12820,0,1
100,12821,0,2
101,12816,1,0
101,12817,0,0
101,12818,0,1
101,12819,0,0
101,12820,0,0
101,12821,0,0
102,12816,0,0
102,12817,0,0
102,12818,0,0
102,12819,1,0
102,12820,0,0
102,12821,0,0
103,12816,0,1
103,12817,0,1
103,12818,0,0
103,12819,0,0
103,12820,0,0
103,12821,0,0
104,12816,0,1
104,12817,0,0
104,12818,0,0
104,12819,1,0
104,12820,0,0
104,12821,0,0
105,12816,0,1
105,12817,3,0
105,12818,0,3
105,12819,0,0
105,12820,0,2
105,12821,0,3
106,12816,0,0
106,12817,0,0
106,12818,0,0
106,12819,0,0
106,12820,0,0
106,12821,0,0
107,12816,2,0
107,12817,0,1
107,12818,1,0
107,12819,0,0
107,12820,0,0
107,12821,0,1
108,12816,0,2
108,12817,0,0
108,12818,0,0
108,12819,0,0
108,12820,0,0
108,12821,0,0
109,12816,0,0
109,12817,0,0
109,12818,0,0
109,12819,0,0
109,12820,0,0
109,12821,0,0
110,12816,0,0
110,12817,0,0
110,12818,0,0
110,12819,0,0
110,12820,0,0
110,12821,0,1
111,12816,0,3
111,12817,1,5
111,12818,2,7
111,12819,0,1
111,12820,1,0
111,12821,0,0
112,12816,0,1
112,12817,0,1
112,12818,0,0
112,12819,0,0
112,12820,0,0
112,12821,0,0
113,12816,1,0
113,12817,2,0
113,12818,0,0
113,12819,0,0
113,12820,1,0
113,12821,0,0
114,12816,0,0
114,12817,0,1
114,12818,0,0
114,12819,0,0
114,12820,0,0
114,12821,0,2
115,12816,0,0
115,12817,1,2
115,12818,0,1
115,12819,2,0
115,12820,1,0
115,12821,1,3
116,12816,4,0
116,12817,0,2
116,12818,0,2
116,12819,0,0
116,12820,2,2
116,12821,0,0
117,12816,0,0
117,12817,0,0
117,12818,0,0
117,12819,1,0
117,12820,0,0
117,12821,2,0
118,12816,0,0
118,12817,0,0
118,12818,3,0
118,12819,1,0
118,12820,0,0
118,12821,1,0
119,12816,1,0
119,12817,1,0
119,12818,2,1
119,12819,3,0
119,12820,0,0
119,12821,1,0
120,12816,0,0
120,12817,0,0
120,12818,0,0
120,12819,0,0
120,12820,0,0
120,12821,0,0
121,12816,0,0
121,12817,0,2
121,12818,2,0
121,12819,0,0
121,12820,0,0
121,12821,0,0
122,12816,0,0
122,12817,0,0
122,12818,1,1
122,12819,3,0
122,12820,0,1
122,12821,0,1
123,12816,1,4
123,12817,0,0
123,12818,0,0
123,12819,0,0
123,12820,0,0
123,12821,0,0
124,12816,0,1
124,12817,0,1
124,12818,0,0
124,12819,0,0
124,12820,3,3
124,12821,0,0
125,12816,1,0
125,12817,0,0
125,12818,1,2
125,12819,1,0
125,12820,0,0
125,12821,0,1
126,12816,0,0
126,12817,0,0
126,12818,0,0
126,12819,0,0
126,12820,0,0
126,12821,0,0
127,12816,0,0
127,12817,0,0
127,12818,0,0
127,12819,1,0
127,12820,0,0
127,12821,0,0
128,12816,1,0
128,12817,0,0
128,12818,2,0
128,12819,0,0
128,12820,0,0
128,12821,0,0
129,12816,0,0
129,12817,0,0
129,12818,0,0
129,12819,0,0
129,12820,0,0
129,12821,0,0
130,12816,0,5
130,12817,3,2
130,12818,0,8
130,12819,2,0
130,12820,2,2
130,12821,0,0
131,12816,0,0
131,12817,0,0
131,12818,0,0
131,12819,2,1
131,12820,0,0
131,12821,0,1
132,12816,2,5
132,12817,4,5
132,12818,3,0
132,12819,4,0
132,12820,1,5
132,12821,3,2
133,12816,0,1
133,12817,2,0
133,12818,0,0
133,12819,0,0
133,12820,0,1
133,12821,2,1
134,12816,0,0
134,12817,1,0
134,12818,1,0
134,12819,0,0
134,12820,0,0
134,12821,0,0
135,12816,0,1
135,12817,0,0
135,12818,0,0
135,12819,0,0
135,12820,0,0
135,12821,0,0
136,12816,0,0
136,12817,0,0
136,12818,1,0
136,12819,0,0
136,12820,0,0
136,12821,0,0
137,12816,0,0
137,12817,0,1
137,12818,1,0
137,12819,0,0
137,12820,0,1
137,12821,0,0
138,12816,0,1
138,12817,0,0
138,12818,0,0
138,12819,0,0
138,12820,0,0
138,12821,0,0
139,12816,4,0
139,12817,0,0
139,12818,0,0
139,12819,0,0
139,12820,0,1
139,12821,1,0
140,12816,0,0
140,12817,0,0
140,12818,0,0
140,12819,0,0
140,12820,0,1
140,12821,0,0
141,12816,0,3
141,12817,0,0
141,12818,0,1
141,12819,0,3
141,12820,0,0
141,12821,0,0
142,12816,0,0
142,12817,0,0
142,12818,0,0
142,12819,0,0
142,12820,0,0
142,12821,0,0
143,12816,0,0
143,12817,2,0
143,12818,0,0
143,12819,0,0
143,12820,0,2
143,12821,0,0
144,12816,0,0
144,12817,0,0
144,12818,1,0
144,12819,0,0
144,12820,1,1
144,12821,1,0
145,12816,0,0
145,12817,0,0
145,12818,0,0
145,12819,0,0
145,12820,0,0
145,12821,0,0
146,12816,0,0
146,12817,0,3
146,12818,0,0
146,12819,0,0
146,12820,0,1
146,12821,0,0
147,12816,0,0
147,12817,0,0
147,12818,0,0
147,12819,0,0
147,12820,0,0
147,12821,0,0
148,12816,0,0
148,12817,0,0
148,12818,0,0
148,12819,0,0
148,12820,1,0
148,12821,0,0
149,12816,1,0
149,12817,0,0
149,12818,0,0
149,12819,2,0
149,12820,1,3
149,12821,0,1
150,12816,0,1
150,12817,0,0
150,12818,0,0
150,12819,0,0
150,12820,0,0
150,12821,0,0
151,12816,0,0
151,12817,0,1
151,12818,4,0
151,12819,0,0
151,12820,0,0
151,12821,0,0
152,12816,0,0
152,12817,5,0
152,12818,2,1
152,12819,3,4
152,12820,1,0
152,12821,0,0
153,12816,0,0
153,12817,1,2
153,12818,0,0
153,12819,0,0
153,12820,0,0
153,12821,0,2
154,12816,0,0
154,12817,0,0
154,12818,0,1
154,12819,0,0
154,12820,0,0
154,12821,0,0
155,12816,0,0
155,12817,1,0
155,12818,0,0
155,12819,0,1
155,12820,0,0
155,12821,0,0
156,12816,3,0
156,12817,1,0
156,12818,0,0
156,12819,1,0
156,12820,1,0
156,12821,2,0
157,12816,1,1
157,12817,0,1
157,12818,0,0
157,12819,0,0
157,12820,2,0
157,12821,1,2
158,12816,0,1
158,12817,0,0
158,12818,1,0
158,12819,1,1
158,12820,0,1
158,12821,0,0
159,12816,1,0
159,12817,1,0
159,12818,0,1
159,12819,0,0
159,12820,0,10
159,12821,0,0
160,12816,0,0
160,12817,0,2
160,12818,1,0
160,12819,0,0
160,12820,0,0
160,12821,1,0
161,12816,0,0
161,12817,0,0
161,12818,0,0
161,12819,0,0
161,12820,0,0
161,12821,0,0
162,12816,0,0
162,12817,0,0
162,12818,2,1
162,12819,0,1
162,12820,0,0
162,12821,0,0
163,12816,0,2
163,12817,0,0
163,12818,1,0
163,12819,0,2
163,12820,0,0
163,12821,0,0
164,12816,0,0
164,12817,1,1
164,12818,0,0
164,12819,0,0
164,12820,1,0
164,12821,2,0
165,12816,0,0
165,12817,0,0
165,12818,0,0
165,12819,0,0
165,12820,0,0
165,12821,1,0
166,12816,0,0
166,12817,2,1
166,12818,3,0
166,12819,0,1
166,12820,1,0
166,12821,1,1
167,12816,0,0
167,12817,7,1
167,12818,1,0
167,12819,1,0
167,12820,0,0
167,12821,0,0
168,12816,0,0
168,12817,1,0
168,12818,0,0
168,12819,0,0
168,12820,0,0
168,12821,0,2
169,12816,0,0
169,12817,0,0
169,12818,0,0
169,12819,0,0
169,12820,0,0
169,12821,0,0
170,12816,0,0
170,12817,0,0
170,12818,0,0
170,12819,1,0
170,12820,0,0
170,12821,0,0
171,12816,0,2
171,12817,0,0
171,12818,0,0
171,12819,0,0
171,12820,0,0
171,12821,2,0
172,12816,0,0
172,12817,0,1
172,12818,0,0
172,12819,0,0
172,12820,0,0
172,12821,0,0
173,12816,0,0
173,12817,0,2
173,12818,0,0
173,12819,0,0
173,12820,0,0
173,12821,0,0
174,12816,0,1
174,12817,0,0
174,12818,0,0
174,12819,0,0
174,12820,0,0
174,12821,0,2
175,12816,0,0
175,12817,0,0
175,12818,0,0
175,12819,0,0
175,12820,0,0
175,12821,0,0
176,12816,0,1
176,12817,0,0
176,12818,0,1
176,12819,0,0
176,12820,0,0
176,12821,0,0
177,12816,0,1
177,12817,0,0
177,12818,0,0
177,12819,0,0
177,12820,0,0
177,12821,0,0
178,12816,0,0
178,12817,0,0
178,12818,0,0
178,12819,0,0
178,12820,0,0
178,12821,0,0
179,12816,0,0
179,12817,0,0
179,12818,0,0
179,12819,0,0
179,12820,0,0
179,12821,0,0
180,12816,0,2
180,12817,0,1
180,12818,0,0
180,12819,0,0
180,12820,0,0
180,12821,0,0
181,12816,0,0
181,12817,0,0
181,12818,8,0
181,12819,0,0
181,12820,0,1
181,12821,0,0
182,12816,0,0
182,12817,0,0
182,12818,0,0
182,12819,0,0
182,12820,0,0
182,12821,0,0
183,12816,0,0
183,12817,0,0
183,12818,0,0
183,12819,0,0
183,12820,0,0
183,12821,0,0
184,12816,0,0
184,12817,1,3
184,12818,2,1
184,12819,0,0
184,12820,0,0
184,12821,0,0
185,12816,0,0
185,12817,1,0
185,12818,0,0
185,12819,0,0
185,12820,0,0
185,12821,0,0
186,12816,1,2
186,12817,0,0
186,12818,0,0
186,12819,0,0
186,12820,0,0
186,12821,0,0
187,12816,0,0
187,12817,0,2
187,12818,1,0
187,12819,0,0
187,12820,0,1
187,12821,0,0
188,12816,2,2
188,12817,4,3
188,12818,0,1
188,12819,0,2
188,12820,0,1
188,12821,0,0
189,12816,0,0
189,12817,0,0
189,12818,0,1
189,12819,0,0
189,12820,0,0
189,12821,0,0
190,12816,0,0
190,12817,0,0
190,12818,0,0
190,12819,1,0
190,12820,1,1
190,12821,1,0
191,12816,2,2
191,12817,2,0
191,12818,0,2
191,12819,1,1
191,12820,2,2
191,12821,0,0
192,12816,0,0
192,12817,0,0
192,12818,0,0
192,12819,0,0
192,12820,0,0
192,12821,0,0
193,12816,1,0
193,12817,0,0
193,12818,0,0
193,12819,1,2
193,12820,0,0
193,12821,0,0
194,12816,1,0
194,12817,1,3
194,12818,0,0
194,12819,0,2
194,12820,1,0
194,12821,2,0
195,12816,0,0
195,12817,0,0
195,12818,0,0
195,12819,0,0
195,12820,0,0
195,12821,0,0
196,12816,0,0
196,12817,0,0
196,12818,0,1
196,12819,0,0
196,12820,0,0
196,12821,0,0
197,12816,0,0
197,12817,0,0
197,12818,0,1
197,12819,0,0
197,12820,2,0
197,12821,0,1
198,12816,0,0
198,12817,0,0
198,12818,0,0
198,12819,0,0
198,12820,0,0
198,12821,0,0
199,12816,1,0
199,12817,0,0
199,12818,0,1
199,12819,0,2
199,12820,0,0
199,12821,0,0
200,12816,0,1
200,12817,0,0
200,12818,0,1
200,12819,1,0
200,12820,2,0
200,12821,1,1
201,12816,0,1
201,12817,0,0
201,12818,0,0
201,12819,0,0
201,12820,0,0
201,12821,0,0
202,12816,0,0
202,12817,2,1
202,12818,1,0
202,12819,0,0
202,12820,1,0
202,12821,1,0
203,12816,0,0
203,12817,1,1
203,12818,0,0
203,12819,0,0
203,12820,0,0
203,12821,0,0
204,12816,0,0
204,12817,0,0
204,12818,0,0
204,12819,0,2
204,12820,0,0
204,12821,0,0
205,12816,1,0
205,12817,0,0
205,12818,0,0
205,12819,0,2
205,12820,0,1
205,12821,2,1
206,12816,1,1
206,12817,0,0
206,12818,1,0
206,12819,1,2
206,12820,0,0
206,12821,3,1
207,12816,0,0
207,12817,0,0
207,12818,0,0
207,12819,0,0
207,12820,0,0
207,12821,0,0
208,12816,1,0
208,12817,0,0
208,12818,0,0
208,12819,0,0
208,12820,0,0
208,12821,1,0
209,12816,0,0
209,12817,0,0
209,12818,0,0
209,12819,0,0
209,12820,1,0
209,12821,0,0
210,12816,0,0
210,12817,0,1
210,12818,1,0
210,12819,0,0
210,12820,0,0
210,12821,0,1
211,12816,0,0
211,12817,0,0
211,12818,0,0
211,12819,0,0
211,12820,0,1
211,12821,0,0
212,12816,0,0
212,12817,0,0
212,12818,0,0
212,12819,0,0
212,12820,0,0
212,12821,0,0
213,12816,1,1
213,12817,0,0
213,12818,0,0
213,12819,0,0
213,12820,0,0
213,12821,0,0
214,12816,2,0
214,12817,0,0
214,12818,0,0
214,12819,0,1
214,12820,2,0
214,12821,0,0
215,12816,0,0
215,12817,0,0
215,12818,0,0
215,12819,0,0
215,12820,0,0
215,12821,0,0
216,12816,0,1
216,12817,3,0
216,12818,1,0
216,12819,0,4
216,12820,1,2
216,12821,0,1
217,12816,0,0
217,12817,0,2
217,12818,2,1
217,12819,0,1
217,12820,0,2
217,12821,0,1
218,12816,0,0
218,12817,0,0
218,12818,0,0
218,12819,1,0
218,12820,0,0
218,12821,0,0
219,12816,0,2
219,12817,1,1
219,12818,1,0
219,12819,1,0
219,12820,0,0
219,12821,0,0
220,12816,1,0
220,12817,0,0
220,12818,0,0
220,12819,0,1
220,12820,0,0
220,12821,0,0
221,12816,1,0
221,12817,0,0
221,12818,0,0
221,12819,0,0
221,12820,0,0
221,12821,0,0
222,12816,0,0
222,12817,0,0
222,12818,0,0
222,12819,0,0
222,12820,1,1
222,12821,0,0
223,12816,0,0
223,12817,0,0
223,12818,1,1
223,12819,1,0
223,12820,0,0
223,12821,0,0
224,12816,2,2
224,12817,1,3
224,12818,0,2
224,12819,5,1
224,12820,0,1
224,12821,3,0
225,12816,0,2
225,12817,1,0
225,12818,1,2
225,12819,0,0
225,12820,0,0
225,12821,2,0
226,12816,0,0
226,12817,0,0
226,12818,0,1
226,12819,0,2
226,12820,0,3
226,12821,0,2
227,12816,1,0
227,12817,0,0
227,12818,1,0
227,12819,0,0
227,12820,0,0
227,12821,0,0
228,12816,0,0
228,12817,0,2
228,12818,0,0
228,12819,0,0
228,12820,0,0
228,12821,0,0
229,12816,4,0
229,12817,0,1
229,12818,0,4
229,12819,1,2
229,12820,0,1
229,12821,0,1
230,12816,1,0
230,12817,6,2
230,12818,3,1
230,12819,0,0
230,12820,1,5
230,12821,0,0
231,12816,1,0
231,12817,0,1
231,12818,0,0
231,12819,0,0
231,12820,0,0
231,12821,0,0
232,12816,0,1
232,12817,0,0
232,12818,0,0
232,12819,0,0
232,12820,0,0
232,12821,0,0
233,12816,0,1
233,12817,3,1
233,12818,0,4
233,12819,3,7
233,12820,2,1
233,12821,0,2
234,12816,0,0
234,12817,0,3
234,12818,0,0
234,12819,1,0
234,12820,1,0
234,12821,0,0
235,12816,0,0
235,12817,0,0
235,12818,0,0
235,12819,0,0
235,12820,0,0
235,12821,0,1
236,12816,0,5
236,12817,1,0
236,12818,0,0
236,12819,0,0
236,12820,0,0
236,12821,1,0
237,12816,0,0
237,12817,0,0
237,12818,0,0
237,12819,2,0
237,12820,0,0
237,12821,0,0
238,12816,0,0
238,12817,1,0
238,12818,0,0
238,12819,0,1
238,12820,0,0
238,12821,0,0
239,12816,1,0
239,12817,0,0
239,12818,1,1
239,12819,0,0
239,12820,0,0
239,12821,0,0
240,12816,0,0
240,12817,2,0
240,12818,0,0
240,12819,0,0
240,12820,0,0
240,12821,0,0
241,12816,0,0
241,12817,0,0
241,12818,0,0
241,12819,0,0
241,12820,0,0
241,12821,0,0
242,12816,0,0
242,12817,1,0
242,12818,0,0
242,12819,0,0
242,12820,0,0
242,12821,0,0
243,12816,0,0
243,12817,0,1
243,12818,1,0
243,12819,0,1
243,12820,1,0
243,12821,0,0
244,12816,1,3
244,12817,0,5
244,12818,0,0
244,12819,1,0
244,12820,0,0
244,12821,0,1
245,12816,0,0
245,12817,0,0
245,12818,0,0
245,12819,1,0
245,12820,0,0
245,12821,0,1
246,12816,2,0
246,12817,0,0
246,12818,1,2
246,12819,0,2
246,12820,0,0
246,12821,0,1
247,12816,0,3
247,12817,0,0
247,12818,0,0
247,12819,1,0
247,12820,2,0
247,12821,4,0
248,12816,0,0
248,12817,0,0
248,12818,0,0
248,12819,0,0
248,12820,0,0
248,12821,0,0
249,12816,0,0
249,12817,0,0
249,12818,0,0
249,12819,0,0
249,12820,0,0
249,12821,0,0
250,12816,0,0
250,12817,0,0
250,12818,0,0
250,12819,0,0
250,12820,1,0
250,12821,0,0
251,12816,0,0
251,12817,4,1
251,12818,3,0
251,12819,0,1
251,12820,0,4
251,12821,0,5
252,12816,5,5
252,12817,0,2
252,12818,0,0
252,12819,0,0
252,12820,0,0
252,12821,0,0
253,12816,0,2
253,12817,1,0
253,12818,0,0
253,12819,1,0
253,12820,0,0
253,12821,0,0
254,12816,0,0
254,12817,0,0
254,12818,1,0
254,12819,0,0
254,12820,0,0
254,12821,0,1
255,12816,0,0
255,12817,2,0
255,12818,1,0
255,12819,0,0
255,12820,0,0
255,12821,0,0
256,12816,1,5
256,12817,0,1
256,12818,0,0
256,12819,0,0
256,12820,0,0
256,12821,0,0
257,12816,0,0
257,12817,0,0
257,12818,0,0
257,12819,0,0
257,12820,0,0
257,12821,0,1
258,12816,1,0
258,12817,0,3
258,12818,0,0
258,12819,0,0
258,12820,0,0
258,12821,0,1
259,12816,0,0
259,12817,0,0
259,12818,0,0
